产品信息,设备类型,CPE信息
Huacam Cyclops IP camera http config,webcam,
Huawei $1 WAP http admin,WAP,cpe:/h:huawei:$1
Huawei $1 WAP http config,,cpe:/h:huawei:$1
Huawei $1 modem http admin,broadband router,cpe:/h:huawei:$1
Huawei ADSL modem http admin,broadband router,
Huawei BMC httpd,remote management,
Huawei Eudemon $1 firewall httpd,firewall,cpe:/h:huawei:eudemon_$1
Huawei HG532c ADSL router http config,broadband router,cpe:/h:huawei:hg532c
Huawei HG532e ADSL modem http admin,broadband router,cpe:/h:huawei:hg532e
Huawei HG532e ADSL router httpd,broadband router,cpe:/h:huawei:hg532e
Huawei HG8245T modem http config,broadband router,cpe:/h:huawei:hg8245t
Huawei S5700-series switch httpd,switch,
Huawei TR-069 remote access,broadband router,
Huawei WAP http admin,WAP,
Huawei router http admin,broadband router,
Huawei router http admin,router,
Huawei switch admin httpd,switch,
Hue Thrift plugin for Apache Hadoop,,cpe:/a:apache:hadoop
Humax HG100R router http admin,broadband router,cpe:/h:humax:hg100r
Hummingbird Document Manager httpd,,
Hummingbird Vorlon Servlet Runner,,
Hunchentoot httpd,,
Hydra httpd,WAP,cpe:/a:nikos_mavroyanopoulos:hydra:$1 | cpe:/h:kozumi:air_force_one_5
Hydra httpd,switch,cpe:/a:nikos_mavroyanopoulos:hydra
Hydra httpd,switch,cpe:/a:nikos_mavroyanopoulos:hydra:$1
I-O Data ETX-R router http config,router,
I.T. Watchdogs Embedded httpd,specialized,
I2P anonymous httpd,,
IBM 8275-416 switch http config,switch,cpe:/h:ibm:8275-416
IBM AIX Storage Management $2 http config,storage-misc,cpe:/o:ibm:aix
IBM CICS Transaction Server,,cpe:/o:ibm:z%2fos
IBM Desktop On-Call httpd,,
IBM Director wmicimserver httpd,,cpe:/a:ibm:director
IBM HTTP Server,,cpe:/a:ibm:http_server
IBM HTTP Server,,cpe:/a:ibm:http_server:$1
IBM HTTP Server,,cpe:/a:ibm:http_server:$1 | cpe:/a:php:php:$3
IBM HTTP Server,,cpe:/a:ibm:http_server:$1 | cpe:/o:microsoft:windows
IBM Lotus Mobile Connect,,cpe:/a:ibm:lotus_mobile_connect
IBM Lotus Sametime httpd,,cpe:/a:ibm:lotus_sametime:$1
IBM NPS 540+/542+ print server http config,print server,
IBM Netcool Internet Service Monitors httpd,,
IBM RedBack Application Server SOAP,,cpe:/a:ibm:redback_application_server:$1
IBM Remote Supervisor Adapter httpd,,
IBM Tivoli Application Manager httpd,,
IBM Tivoli Endpoint httpd,,cpe:/a:ibm:tivoli_endpoint_manager
IBM Tivoli Enterprise Portal,,cpe:/a:ibm:websphere_application_server
IBM Tivoli Identity Manager httpd,,cpe:/a:ibm:tivoli_identity_manager:$1
IBM Tivoli WebSEAL httpd,storage-misc,
IBM UrbanCode Deploy,,cpe:/a:ibm:urbancode_deploy
IBM WebSEAL httpd,,
IBM WebSEAL,,cpe:/a:ibm:webseal:$1
IBM WebSphere Appliance Management Center web user interface,,cpe:/a:ibm:websphere_appliance_management_center
IBM WebSphere Application Server,,cpe:/a:ibm:websphere_application_server
IBM WebSphere Application Server,,cpe:/a:ibm:websphere_application_server:$1
IBM WebSphere Application Server,,cpe:/a:ibm:websphere_application_server:$1:-:liberty_profile
IBM WebSphere DataPower management interface,,
IBM WebSphere httpd,,cpe:/a:ibm:websphere_application_server
IBM WebSphere httpd,,cpe:/a:ibm:websphere_application_server:$1
IBM WebSphere httpd,,cpe:/a:ibm:websphere_application_server::::it
IBM httpd,,cpe:/a:ibm:http_server:$1
IBM nweb,,cpe:/a:ibm:nweb
IBM switch webadmin,,
ICOM httpd,,cpe:/o:ibm:os_390
ICONAG building control http config,specialized,
IDS-Server httpd,,
IDentifier NameTracer Pro httpd,,
IKEA Tradfri zigbee controller httpd,,cpe:/h:ikea:tradfri
IOGear GMFPSU22W6 print server http config,print server,cpe:/h:iogear:gmfpsu22w6
IOSPIRIT Remote Buddy http config,,cpe:/o:apple:mac_os_x
IP Webcam Android app,phone,cpe:/a:com.pas:webcam:$1
IP Webcam httpd,,cpe:/a:pavel_khlebovich:ip_webcam | cpe:/o:google:android | cpe:/o:linux:linux_kernel
IP Webcam,phone,cpe:/o:google:android
IPCheck httpd,,cpe:/o:microsoft:windows
IPWEBS,broadband router,
IPWorx SpaceMon storage monitor httpd,,cpe:/o:microsoft:windows
IP_SHARER WEB,WAP,cpe:/a:belkin:ip_sharer_web:$1
IP_SHARER WEB,WAP,cpe:/a:buffalo:ip_sharer_web:$1 | cpe:/h:buffalo:airstation_wyr-g54
IP_SHARER WEB,WAP,cpe:/a:linksys:ip_sharer_web:$1 | cpe:/h:linksys:wrt54gc
IP_SHARER WEB,WAP,cpe:/a:netgear:ip_sharer_web:$1 | cpe:/h:netgear:$2
IP_SHARER WEB,broadband router,cpe:/a:alliedtelesyn:ip_sharer_web:$1 | cpe:/h:alliedtelesyn:$2
IP_SHARER WEB,broadband router,cpe:/a:netgear:ip_sharer_web:$1 | cpe:/h:netgear:$2
IP_SHARER WEB,firewall,cpe:/a:netgear:ip_sharer_web:$1 | cpe:/h:netgear:fwg114p
IP_SHARER WEB,firewall,cpe:/a:netgear:ip_sharer_web:$1 | cpe:/h:netgear:prosafe_fvs114
IP_SHARER WEB,print server,cpe:/a:netgear:ip_sharer_web:$1 | cpe:/h:netgear:$2
IP_SHARER WEB,router,cpe:/a:airlink:ip_sharer_web:$1
IP_SHARER WEB,router,cpe:/a:linksys:ip_sharer_web:$1 | cpe:/h:linksys:befsr41w
IP_SHARER WEB,router,cpe:/a:netgear:ip_sharer_web:$1 | cpe:/h:netgear:$2
IP_SHARER WEB,router,cpe:/a:netgear:ip_sharer_web:$1 | cpe:/h:netgear:mr814v2
IP_SHARER WEB,router,cpe:/a:siemens:ip_sharer_web:$1
IP_SHARER WEB,router,cpe:/a:speedstream:ip_sharer_web:$1
IP_SHARER WEB,router,cpe:/a:trendnet:ip_sharer_web:$1
IP_SHARER WEB,router,cpe:/a:trendnet:ip_sharer_web:$1 | cpe:/h:trendnet:tw100-brf114
IP_SHARER WEB,router,cpe:/a:trendnet:ip_sharer_web:$1 | cpe:/h:trendnet:tw100-brv204
IQinVision embedded httpd,webcam,
IRC Services http stats,,
ISPConfig http control panel,,
ISPManager billing system httpd,,
ISPmanager SSL redirector,,
ISPsystem COREmanager,,cpe:/a:ispsystem:coremanager::::$1
ISS System Scanner Vista,,cpe:/a:openssl:openssl:$5
ISS-PXServer httpd,,
ITW Embedded Web Server,,
IVC Enterprise Video Server http config,webcam,
IVM Answering Attendant httpd,,cpe:/o:microsoft:windows
IWeb,webcam,
Ice Cold Apps Servers Ultimate Pro httpd,,
IceWarp webmail httpd,,cpe:/a:icewarp:webmail:$1
Icecast http statistics plugin,,cpe:/a:xiph:icecast
Icecast streaming media server,,cpe:/a:xiph:icecast
Icecast streaming media server,,cpe:/a:xiph:icecast:$1
Icinga,,cpe:/a:icinga:icinga:$1
IdeaWebServer httpd,,
Imperva SecureSphere WAF http admin,,
Imperva WAF,,
Imunify360 WebShield,,cpe:/a:cloudlinux:imunify360:$1
Incapsula CDN httpd,,
Indy httpd,PBX,cpe:/a:indy:httpd:$1
Indy httpd,media device,cpe:/a:indy:httpd:$1
Indy httpd,webcam,cpe:/a:indy:httpd:$1
Indy httpd,,cpe:/a:indy:httpd | cpe:/o:microsoft:windows
Indy httpd,,cpe:/a:indy:httpd:$1
Indy httpd,,cpe:/a:indy:httpd:$1 | cpe:/a:teamspeak:teamspeak2
Indy httpd,,cpe:/a:indy:httpd:$1 | cpe:/a:teamspeak:teamspeak_classic
Indy httpd,,cpe:/a:indy:httpd:$1 | cpe:/o:microsoft:windows
Indy httpd,,cpe:/a:indy:httpd:$1:::de
IneoQuest Video Diagnostic HTTP,,
InfluxDB http admin,,cpe:/a:influxdata:influxdb
InfluxDB http admin,,cpe:/a:influxdata:influxdb:$1
Inforsuite Application Server,,cpe:/a:inforbus:infors
Ingenuity Works ATRT minidb,,cpe:/o:microsoft:windows
Ingrian Management Console httpd,security-misc,
Ingrian Security Encryption http config,security-misc,
Ingrian i3xx health monitor httpd,security-misc,
Innovaphone $1 VoIP phone http config,VoIP phone,
Innovaphone VoIP phone or gateway,,
Innovative Interfaces Innopac httpd,,
Intel AMT WebUI,,cpe:/a:intel:active_management_technology:$1
Intel Active Management Technology User Notification Service http admin,,cpe:/h:intel:active_management_technology:$1
Intel Active Management Technology User Notification Service httpd,,cpe:/h:intel:active_management_technology:$1
Intel Active Management Technology http admin,remote management,cpe:/h:intel:active_management_technology
Intel Con. Management Engine httpd,,
Intel Java RAID webConsole,,
Intel Management & Security Application httpd,,cpe:/a:intel:management_engine_components:$1
Intel NetportExpress Pro print server webadmin,print server,
Intel Small Business Technology Platform,remote management,cpe:/a:intel:small_business_technology_platform:$1
Intel/Acer/FlaconStor storage device http config,storage-misc,
Intelbras $1 WAP http config,WAP,cpe:/h:intelbras:$1
Intelbras router httpd,WAP,
Intelbras webcam httpd,webcam,
IntelliJ IDEA,,cpe:/a:jetbrains:intellij_idea:$1
Intelligent Security Systems webcam httpd,webcam,
Intellipool Network Monitor http config,,
Inteno X5669B broadband router,broadband router,cpe:/h:inteno:x5669b
InterMapper Network Monitor httpd,,
InterNiche CAN@net II ethernet bridge http config,bridge,
InterNiche Technologies WebServer,WAP,
InterNiche Technologies WebServer,,
InterSect Alliance SNARE http config,,cpe:/a:intersectalliance:system_intrusion_analysis_and_reporting_environment
InterSect Alliance SNARE httpd,,cpe:/a:intersectalliance:system_intrusion_analysis_and_reporting_environment:$1
InterSect SNARE Server,security-misc,cpe:/a:intersectalliance:system_intrusion_analysis_and_reporting_environment
InterSystems Cache Objects httpd,,
InterSystems Cache httpd,,
InterTel $1 VoIP phone http config,VoIP phone,
InterTel $1 VoIP phone http config,,
InterTel IPRC VoIP management card,PBX,
Interfaceware Iguana heathcare management http interface,,
Interlogix TruVision DVR web interface,,
Intermac scanner http config,specialized,
Intermec $1 print server http config,print server,cpe:/h:intermec:$1
Intermec CK31 http config,,
Intermec EasyLAN print server http admin,print server,
Intermec P4i label printer http config,printer,
Interwoven TeamSite game proxy httpd,,
Interwoven TeamSite,,
Intoto httpd,,
Inventel router http config,router,
Inverse SOGo SOPE application server httpd,,
Ipswitch IMail Monitor web service,,cpe:/a:ipswitch:imail:$1 | cpe:/o:microsoft:windows
Ipswitch IMail Web Calendar,,cpe:/a:ipswitch:imail:$1 | cpe:/o:microsoft:windows
Ipswitch IMail web service,,cpe:/a:ipswitch:imail:$1 | cpe:/o:microsoft:windows
Ipswitch WS_FTP http config,,cpe:/a:ipswitch:ws_ftp:$1
Ipswitch WhatsUp Gold,,cpe:/a:ipswitch:whatsup_gold:$1
Ipswitch WhatsUp Professional httpd,,cpe:/a:ipswitch:whatsup::professional | cpe:/o:microsoft:windows
Ipswitch WhatsUp httpd,,cpe:/a:ipswitch:whatsup | cpe:/o:microsoft:windows
IronPort AsyncOS http config,,cpe:/a:python:python:$2 | cpe:/o:cisco:asyncos
IronPort Mailflow http config,specialized,cpe:/a:python:python:$1
IronPort WSA firewall http admin,firewall,
IronPort mail appliance admin websever,,
Ivideon Server httpd,,cpe:/a:ivideon:ivideon_server
JAGeX Java gaming httpd,,
JBidWatcher httpd,,
JBoss Administrator,,
JBoss Enterprise Application Platform,,cpe:/a:redhat:jboss_enterprise_application_platform
JBoss Web Server(Apache-Coyote $1),,cpe:/a:redhat:coyote_http_connector:$1
JBoss Web,security-misc,cpe:/a:redhat:jboss_enterprise_web_platform:$1 | cpe:/h:vormetric:data_security_manager
JBoss WildFly Application Server,,cpe:/a:redhat:jboss_wildfly_application_server:$1
JBoss WildFly web console,,cpe:/a:redhat:jboss_wildfly_application_server
JBoss service httpd,,
JC$1HTTPD,printer,
JC-HTTPD,bridge,cpe:/h:silex:$2
JC-HTTPD,printer,
JC-HTTPD,printer,cpe:/h:kyocera:fs-1030d
JC-HTTPD,printer,cpe:/h:sharp:ar-m550n
JC-HTTPD,printer,cpe:/h:starmicronics:tsp700
JC-HTTPD,,
JOSM OpenStreetMap editor remote control httpd,,
JPS Radio Gateway http config,,
JRun Web Server,,cpe:/a:adobe:jrun
JRun Web Server,,cpe:/a:adobe:jrun:$1
JTALKServer httpd,,
JVC V.Networks video httpd,media device,
JVC VR-800-series DVR admin httpd,storage-misc,
JWS based on Acme.Serve,media device,
Jablotron $1 alarm http control,security-misc,
Jacarta interSeptor environmental monitor http,specialized,
Jaguar,,cpe:/a:sybase:easerver:$2
Java $1 http.transport.HttpServerConnection httpd,,cpe:/a:oracle:jre:$1
Java Anonymous Proxy,,
Java Jigsaw httpd,,cpe:/a:w3:jigsaw:$1
Java PseudoHttpd,,
Java Servlet,,cpe:/a:oracle:jsp:$2
Java Web Services Developer Pack,,cpe:/a:sun:jwsdp:$1
JavaHttpServer,,
JavaOp httpd,,
JavaWebServer,telecom-misc,
Jenkins httpd,,cpe:/a:jenkins:jenkins:$1
Jetty,,cpe:/a:eclipse:jetty
Jetty,,cpe:/a:eclipse:jetty:$1
Jetty,,cpe:/a:igniterealtime:openfire | cpe:/a:mortbay:jetty
Jetty,,cpe:/a:mortbay:jetty
Jetty,,cpe:/a:mortbay:jetty | cpe:/a:sybase:easerver:$1
Jetty,,cpe:/a:mortbay:jetty:$1
Jiffy secure messaging httpd,,cpe:/a:python:python:$2
Jinfonet JReport Enterprise Server,,cpe:/a:jinfonet:jrentserver
Johnson Metasys building management system http interface,specialized,
JoikuSpot 3G tethering http interface,phone,
Juniper Networks Secure Access SSL VPN http config,security-misc,
Juniper SA2000 or SA4000 VPN gateway http config,security-misc,
Juniper Seca HTTPS VPN appliance,security-misc,
Juniper Steel-Belted Radius http config,,cpe:/o:microsoft:windows
Juniper router http config,router,
KCodes NetUSB http interface,,cpe:/o:kcodes:netusb
KDE Public Fileserver,,
KDH httpd,remote management,
KF Web Server,,cpe:/a:keyfocus:kf_web_server
KGet download manager http interface,,
KHAPI httpd,,cpe:/o:linux:linux_kernel
KM_HTTP-Server,,cpe:/h:kyocera:4050
Kaba application server httpd,,
Kadak KwikNet httpd,,
Kafka Manager,,cpe:/a:yahoo:kafka_manager:$1
Kannel SMS proxy httpd,,
Karma JavaScript test runner,,cpe:/a:google:karma
Karrigell Python httpd,,cpe:/a:python:python:$2 | cpe:/a:python:simplehttpserver:$1
Karrigell web framework httpd,,cpe:/a:karrigell:karrigell:$1
Kaspersky AntiVirus http admin,,
Kathrein SAT>IP-Server http admin,specialized,
Kayak,,
Keil Embedded Web Server,media device,cpe:/a:keil:eweb:$1 | cpe:/a:keil:rl-arm | cpe:/h:cedar_audio:dns_8
Kemp 2500 load balancer http config,load balancer,
Kerio Clientless SSL-VPN,,
Kerio Connect webmail httpd,,cpe:/a:kerio:connect
Kerio Connect webmail httpd,,cpe:/a:kerio:connect:$1
Kerio Embedded httpd,,cpe:/a:php:php:$2 | cpe:/o:microsoft:windows
Kerio MailServer Webmail,,
Kerio MailServer Webmail,,cpe:/a:php:php:$2
Kerio MailServer http config,,
Kerio MailServer http config,,cpe:/o:microsoft:windows
Kerio WinRoute Pro firewall http config,,cpe:/o:microsoft:windows
Kerio WinRoute firewall http config,firewall,
Kerio WinRoute firewall http config,,cpe:/o:microsoft:windows
Kerio WinRoute http proxy,,cpe:/a:kerio:winroute | cpe:/o:microsoft:windows
Kesseltronics car wash tunnel http config,specialized,cpe:/o:microsoft:windows
Keter httpd,,
Kguard Security DVR http config,webcam,
Kirk $1 VoIP gateway http config,VoIP adapter,
Kistler ControlMonitor CoMo Net/View http ui,specialized,
Knopflerfish httpd,,
Knowledge On Demand httpd,,
Kodi/XBMC http ui,,
Kolibri httpd,,cpe:/a:senkas:kolibri:$1
Kong http reverse-proxy,,cpe:/a:mashape:kong:$1
Konica Minolta $1 printer http admin,printer,cpe:/h:konicaminolta:$1
Konica Minolta $1 printer http config,printer,cpe:/h:konicaminolta:$1
Konica Minolta Di$1 printer http config,printer,
Konica Minolta LPC httpd,printer,
Konica Minolta Magicolor $1 printer http config,printer,cpe:/h:konicaminolta:magicolor_$1
Konica Minolta PageScope Web Connection httpd,,
Konica Minolta PageScope Web Connection,printer,
Konica Minolta bizhub 423 printer http config,printer,cpe:/h:konicaminolta:bizhub_423
Konica Minolta bizhub C452 OpenAPI,printer,cpe:/h:konicaminolta:bizhub_c452
Konica Minolta bizhub printer http config,printer,
Konica Minolta printer http config,printer,
Koukaam $1 power controller http config,power-device,cpe:/h:koukaam:$1
Ktorrent web interface,,
Kubernetes jsonapi,,cpe:/a:cloud_native_computing_foundation:kubernetes
Kubernetes master node httpd,,cpe:/a:kubernetes:kubernetes
KwartzCtl,,
Kyocera $2 printer http config,printer,cpe:/h:kyocera:$2
Kyocera FS-3900DN printer http config,printer,cpe:/h:kyocera:fs-3900dn
Kyocera MFP httpd,printer,
Kyocera Mita FS-1350DN printer http config,printer,cpe:/h:kyocera:mita_fs-1350dn
Kyocera TASKalfa printer httpd,printer,
LANDesk Management Agent,,
LANDesk html5 remote control,,cpe:/a:landesk:landesk_management_suite
LANDesk html5 remote management httpd,,
LANDesk/Intel Management Agent http config,,cpe:/a:landesk:landesk_management_suite:$1
LEXCOM ILV701PL IPTV receiver http config,media device,
LG Electronics VoIP board http config,VoIP adapter,
LG Ericsson iPECS telephone system web interface,telecom-misc,
LG LW5700 TV HDCP server,,cpe:/h:lg:lw5700 | cpe:/o:linux:linux_kernel
LG Smart TV Rights Object Acquisition Protocol,media device,
LG smart TV http service,,
LG television page list httpd,media device,
LXD container manager REST API,,cpe:/a:canonical:lxd
La Fonera WAP http config,WAP,
LaCie Network Space NAS http config,storage-misc,
LaCrosse GW-1000U weather station httpd,,
Lacie BigDisk NAS http config,storage-misc,
LanSafe Status@aGlance,,
Lancom $1 DSL/ISDN router http config,router,
Lancom $1 VPN http config,security-misc,
Lancom $1 wireless router http config,router,cpe:/h:lancom:$1
Lancom DSL/$1 router http config,router,
Lancom WLAN Controller httpd,,cpe:/h:lancom:wlc-$1
Lanier IS100e image scanner httpd config,,
Lankacom router http config,router,
Lantronix UDS10 ethernet-serial http config,specialized,
Lantronix Universal Device Server http config,,
Lantronix WEB-Manager admin httpd,,
Lantronix Web Manager,,
Lantronix XPort embedded ethernet http config,,
Laplink file transfer httpd,,
Lasso httpd,,
Leadtek BVA8055 VoIP adapter http config,VoIP adapter,
Legify Absinthe,,
Legrand Nuvo audio player,media device,
Lenel Embedded Web Server,security-misc,cpe:/a:lenel:embedded_web_server:$1
Lenel Embedded Web Server,,cpe:/a:lenel:embedded_web_server:$1
Lenovo XClarity Controller,,cpe:/a:lenovo:xclarity_controller
LevelOne $1 router http config,router,cpe:/h:levelone:$1
LevelOne $1 switch http config,switch,cpe:/h:levelone:$1
LevelOne WBR-$1 http config,broadband router,
LevelOne WCS-2030 webcam http config,webcam,cpe:/h:levelone:wcs-2030
Lexmark Optra $1 printer http config,printer,cpe:/h:lexmark:optra_$1
Lexmark Optra SC $1 printer http config,printer,cpe:/h:lexmark:optra_sc_$1
Lexmark Optra T610 printer http config,printer,cpe:/h:lexmark:optra_t610
Lexmark printer http config,printer,
Lexmark printer webadmin,printer,
Liaison Exchange Commerce Suite,,cpe:/a:liaison:exchange_cs
LifeSize teleconferencing config httpd,webcam,
Liferay Portal $1 Edition,,cpe:/a:apache:tomcat
Liferay Portal $2 Edition,,cpe:/a:liferay:liferay_portal:$3:$4:$2 | cpe:/a:redhat:jboss_wildfly_application_server:$1
LightSpeedServer,,
Lightstreamer httpd,,
Lime Technology unRAID Server Unmenu http config,storage-misc,cpe:/o:lime_technology:unraid_server:4
Lime Technology unRAID Server httpd,storage-misc,cpe:/o:lime_technology:unraid_server:4
LimitlessLED smart lightbulb bridge httpd,specialized,
Linksys $1 WAP http config,WAP,cpe:/h:linksys:$1
Linksys $1 http config,router,cpe:/h:linksys:$1
Linksys $1 router http config,WAP,cpe:/h:linksys:$1
Linksys $1 router http config,router,cpe:/h:linksys:$1
Linksys $1 wireless print server httpd,,cpe:/h:linksys:$1
Linksys $1v$2 WAP http config,WAP,
Linksys 4400N WAP http config,WAP,cpe:/h:linksys:4400n
Linksys BEFSR41v3 http config,broadband router,cpe:/h:linksys:befsr41v3
Linksys BEFW11S4 router http config,router,cpe:/h:linksys:befw11s4
Linksys CIT400 VoIP phone http config,VoIP phone,cpe:/h:linksys:cit400
Linksys NSLU2 http config,storage-misc,cpe:/h:linksys:nslu2
Linksys PAP2 VoIP http config,VoIP adapter,
Linksys RV082 VPN router http config,router,cpe:/h:linksys:rv082
